The Angel Within|2011|Denton, Maryland, USA
The Angelic Conversation|1985|Montacute House, Montacute, Somerset, England, UK
The Angels' Share|2012|Mitchell Lane, Glasgow, Strathclyde, Scotland, UK
The Angry Young Pig|1993|Finas, Ulu Kelang, Malaysia
The Antics of Ann|1917|St. Paul's School, Garden City, Long Island, New York, USA
The Apartment|1960|205 Columbus Avenue, New York City, New York, USA
The Ape|1928|Riverdale, California, USA
The Ape that fell from the sky|2009|Nikiti, Chalkidiki, Greece
The Apology Dance|2010|Edgerton, Missouri, USA
The Apple-Tree Girl|1917|New London Golf Club - 5525 Old Highway 45, New London, Connecticut, USA
The Appointment|1969|Bisentina Island, Bolsena Lake, Lazio, Italy
The Approach to Lake Christopher|1900|Lake Christopher, Maine, USA
The Approach to Niagara|1899|Queenston Heights, Ontario, Canada
The Arm|2009|Palos Verdes Estates, California, USA
The Art and Science of Sex|2016|Khajuraho, India Temples, Khajuraho, India
The Art of Gettin' It In|2011|Rosemont, Illinois, USA
The Art of Silver Plate Making|1912|Sheffield Plate Company, New York City, New York, USA
The Art of Sitting Quietly and Doing Nothing|2017|West Ridge Nature Preserve, 5801 N Western Ave, Chicago, Illinois, USA
The Art of Smoking|2005|Sutton in Ashfield, Nottinghamshire, England, UK
The Artisans of Bidar|2014|Bidar, Karnataka, India
The Artisans of Hapur|2014|Hapur, Uttar Pradesh, India
The Artisans of Muradabad|2014|Muradabad, Uttar Pradesh, India
The Artisans of Nagina|2014|Nagina, Uttar Pradesh, India
The Artisans of Saharanpur|2014|Saharanpur, Uttar Pradesh, India
The Artisans of Sambhal|2014|Sambhal, Uttar Pradesh, India
The Artist's Peril - Another Thriller - Grand Haven, Mich. 1931 Summer|1931|Grand Haven, Michigan, USA
The Assam Garden|1985|Aylburton, Gloucestershire, England, UK
The Associate|1996|Knole's Rotunda, Long Island, New York, USA
The Association|2007|Old Street, Islington, London, England, UK
The Astronaut's Wife|1999|One 5th Avenue, New York, NY 10003
The Athlete|2015|Northeast Mississippi Community College, Booneville, Mississippi, USA
The Atomic City|1952|Los Alamos National Laboratory, Los Alamos, New Mexico, USA
The Atoning|2017|West Point, Mississippi, USA
The Attack on Magalang|1900|Magalang, Philippines
The Attic Door|2009|Heritage House, Kanab, Utah, USA
The Auctioneer|2012|Vegreville, Alberta, Canada
The Aurora Encounter|1986|Aurora, Texas, USA
The Automatic Hate|2015|Mount Vision, New York, USA
The Autumn Girl|2013|Bonfield, Ontario, Canada
The Avengers|1998|Bicester, Oxfordshire, England, UK
The Avenging Trail|1917|North Conway, New Hampshire, USA
The Awakening Demon of Death|2018|Buckhaven, Fife, Scotland, UK
The Awakening of Herman|1991|Campsie, Sydney, New South Wales, Australia
The Baby Boomer|2016|Dundee, Oregon, USA
The Baby and the Battleship|1956|Abbatoir Wharf, Corradino, Malta
The Bacchae|2010|Thrace, Macedonia, Greece
The Bachelor|1999|Cook Ranch, Galisteo, New Mexico, USA
The Back Deck Devil|2016|Burnt Hills, New York, USA
The Back Tenant|2011|Lyons, Colorado, USA
The Back-up Plan|2010|21 W Dayton St, Pasadena, California, USA
The Bad Kids|2016|Black Rock, California, USA
The Bad Society|1977|Cotter River, Canberra, Australian Capital Territory, Australia
The Bad and the Worse|2014|Forest Park, Georgia, USA
The Badlands Girl|2017|The Badlands of North Dakota, North Dakota, USA
The Bail|2002|Port Charlotte, Florida, USA
The Baisikol|1997|Athi River, Kenya
The Bajao: Seagoing Nomads|1983|Sulu Sea, Sulu, Mindanao, Philippines
The Bakarwal|2006|Garhwal Hills, Uttaranchal, India
The Ballad of Annie Oakes|2011|Wollongong Botanic Gardens, New South Wales, Australia
The Ballad of Jack Slade|2016|Nevada City, Montana, USA
The Ballad of Jeffrey Grantz Part III: Blood Is Thicker Than Blood|2013|Stockbridge, Georgia, USA
The Ballad of Kid Divine: The Cockney Cowboy|1992|Valvori, Vallerotonda, Frosinone, Lazio, Italy
The Ballad of Little Jo|1993|Carbon County, Montana, USA
The Ballad of Little Pam|2015|Delhi, Louisiana, USA
The Ballad of Na|2006|Cornwall-on-Hudson, New York, USA
The Ballad of Sandeep|2011|Devon, Pennsylvania, USA
The Ballad of Tam Lin|1970|Traquair House, Innerleithen, Peebles, Scottish Borders, Scotland, UK
The Ballerina|2017|Franklin, Virginia, USA
The Ballroom of Romance|1982|Ballycroy, County Mayo, Ireland
The Bandbox|1919|Lake Mohegan, New York, USA
The Bane of Love|2016|London Film Academy, London, England, UK
The Bank President's Son|1912|Waterville, Maine, USA
The Bannisters|2013|Rockport, New Brunswick, Canada
The Barbarian and the Geisha|1958|Kawana, Japan
The Bargee|1964|Apsley, Berkhamsted, Hertfordshire, England, UK
The Barrens|2012|Rockwood Conservation Area, Ontario, Canada
The Barrow Gang|1995|Commerce, Oklahoma, USA
The Basement Boiler|2009|Old Tappan, New Jersey, USA
The Basket|1999|Garfield, Washington, USA
The Basketball Diaries|1995|Forest Hills High School, Forest Hills, Queens, New York City, New York, USA
The Bathers|1896|Alges, Oeiras, Portugal
The Battle|1911|Champion Studios, 5th Street, Fort Lee, New Jersey, USA
The Battle for Skeptron: The First Uncovering|2014|RMIT, Melbourne, Victoria, Australia
The Battle of Elderbush Gulch|1913|Biograph/Griffith Movie Ranch, San Fernando, California, USA
The Battle of Hellwell Patch|2005|Holwell, Oxfordshire, England, UK
The Battle of Little Sayler's Creek|2006|Sayler's Creek, Virginia, USA
The Battle of Mt. Ariat|1900|Mt. Arayat, Pampanga, Philippines
The Battle of Orgreave|2001|Orgreave, South Yorkshire, England, UK
The Battle of Waterloo|1913|Irthlingborough, Northamptonshire, England, UK
The Battle of Worcester|2017|Worcester Commandery, England, UK
The Battle of the Villa Fiorita|1965|Lago di Garda, Italy
The Battle of the Yalu|1904|St. John's Military Academy, Syracuse, New York, USA
The Battleship Island|2017|Cheongju, South Korea
The Bay of Love and Sorrows|2002|Cocagne, New Brunswick, Canada
The Beachcomber|1954|Welcome Islands, South Georgia and the South Sandwich Islands
The Bears and I|1974|Chilko Lake, British Columbia, Canada
The Beast Pageant|2010|Butler, Maryland, USA
The Beast Within|1982|Bolton, Mississippi, USA
The Beast of Bray Road|2005|Altoff Stages, Los Angeles, California, USA
The Beast of Dulle Griet|2004|Deer Lake Park, Burnaby, British Columbia, Canada
The Beastmaster|1982|Lake Pyramid, California, USA
The Beatles Come to Town|1963|ABC, Ardwick, Manchester, Greater Manchester, England, UK
The Bed Sitting Room|1969|Chesil Bank, Dorset, England, UK
The Bed You Sleep In|1993|Toledo, Oregon, USA
The Beggar and the Road Kid|2013|Wood River, Illinois, USA
The Beheading|2014|The Silo - 4601 Clinton Dr., Houston, Texas, USA
The Bell Witch Legend|2008|Adams, Tennessee, USA
The Belly of an Architect|1987|Aurelian Walls, Rome, Lazio, Italy
The Belstone Fox|1973|Bridgwater, Somerset, England, UK
The Bench by the Sea|2016|Half Moon Bay State Beach, California, USA
The Bench: Chapter Seven - Grace and Mary|2014|Village Park, Lawrenceville, New Jersey, USA
The Benevolent Byzantine Order of the Nobles of the Enigmatic Oracle|2010|Saguaro Lake Ranch - 13020 Bush Highway, Mesa, Arizona, USA
The Bengal Lancers!|1984|Jodhpur, India
The Bespoke Tailoring of Mister Bellamy|2015|Arcadia, Louisiana, USA
The Best of Everything|1959|Alfred E. Smith Housing Project, Manhattan, New York City, New York, USA
The Beta Man|2015|Jenkinson's Boardwalk, Point Pleasant Beach, New Jersey, USA
The Better Angels|2008|Turlock, California, USA
The Beverly Hillbillies|1993|1400 Tower Grove Drive, Beverly Hills, California, USA
The Bicycle Flirt|1928|Lincoln Park, Los Angeles, California, USA
The Big Bacinski|2013|Mittenwalde, Brandenburg, Germany
The Big Catch|1967|Ullapool, Ross-shire, Scotland, UK
The Big Cube|1969|Chrubusco-Azteca, Mexico
The Big Demon|2017|Hopatcong, New Jersey, USA
The Big Easy|1986|Antoine's Restaurant - 713 St. Louis Street, French Quarter, New Orleans, Louisiana, USA
The Big Finish|2000|Varndean College, Brighton, East Sussex, England, UK
The Big Hangover|1950|Oak Grove Estate, San Marino, California, USA
The Big Monitor 'Miantonomah'|1898|Cramps Navy Yard, Philadelphia, Pennsylvania, USA
The Big Mope|2007|Newsom Station, Tennessee, USA
The Big Night|1960|KTTV Studios, Los Angeles, California, USA
The Big Picture: Rethinking Dyslexia|2012|Middlebury, Vermont, USA
The Big Race|2005|Antsirabe, Madagascar
The Big Red One|1980|Carton House, Maynooth, County Kildare, Ireland
The Big Shot|2017|Gilbert and Seligman Production Group - Los Angeles, California, USA
The Big Sleep|1946|New York Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA
The Big Year|2011|Shannon Falls, British Columbia, Canada
The Bigfoot Election|2011|Angel Fire, New Mexico, USA
The Bigfoot Project|2017|Running Springs, California, USA
The Bigtop|2010|San Gregorio, California, USA
The Biker and the Jerk|2014|Lancaster Blvd, Lancaster, California, USA
The Bikini Carwash Company|1992|Rosemead, California, USA
The Bill|2001|Wallington, New Jersey, USA
The Bin Bag Girls|2016|Acton Lane, South Acton, London, England, UK
The Birdcage|1996|MacArthur Causeway, Miami, Florida, USA
The Birdler|2014|Hancock's Bridge, New Jersey, USA
The Birds|1963|Bloomfield, California, USA
The Birth of a Reel|2016|Oegstgeest, Netherlands
The Birth of an Artist|2014|Sumy, Ukraine
The Bishop|2015|Deliverance Missionary Baptist Church, 1649 12th Street, Oakland, California, USA
The Black|2016|Kenmare, Kerry, Ireland
The Black Cauldron|1985|Llechwedd Slate Caverns, Llechwedd Slate Mine, Blaenau Ffestiniog, Gwynedd, Wales, UK
The Black Dot|2014|Bradfield College, Bradfield, Berkshire, England, UK
The Black Earth|2011|Black Earth, Wisconsin, USA
The Black Panther|1977|Dudley, West Midlands, England, UK
The Black Pirates|1954|Panchimalco, El Salvador
The Black Prison|2018|Sybil Brand Institute - 4500 E.City Terrace DR, Monterey Park, California, USA
The Black Sea|2015|Arch Cape, Oregon, USA
The Black Shoe Drifter|2004|Ape Caves, Mount St. Helens National Volcanic Monument, Washington, USA
The Black Stallion|1979|Fort Erie Racetrack, Fort Erie, Ontario, Canada
The Black Tent|1956|Roman ruins, Sabratha, Libya
The Black Trackers|1913|Yarrabah, Queensland, Australia
The Black Viper|1908|Shadyside, New Jersey, USA
The Black Windmill|1974|Ramsgate Hoverport, Pegwell Bay, Ramsgate, Kent, England, UK
The Blackout Files|2009|Blood Point Road, Illinois, USA
The Blair Witch Project|1999|Adamstown Village Market - 5550 Mountville Road, Adamstown, Maryland, USA
The Blazer|2011|Whistling Woods International, Mumbai, Maharashtra, India
The Blessed Doorkeeper|2018|Solanus Casey Center, Detroit, Michigan, USA
The Bliss of Mrs. Blossom|1968|Taplow Goods Shed, Taplow, Berkshire, England, UK
The Blob|1958|Valley Forge Studios, Valley Forge, Pennsylvania, USA
The Blonde Saint|1926|Seaside village filmed in Emerald Bay, Laguna Beach, California, USA
The Blood Kill Moment|2015|Nevada Desert, Nevada, USA
The Blood of Yingzhou District|2006|Anhui Province, China
The Blood on Satan's Claw|1971|Bix Bottom Valley, Henley-on-Thames, Oxfordshire, England, UK
The Bloody Beetroots feat. Congorock - Rombo|2008|111 E 7th Street, New York City, New York, USA
The Blue Lady|2015|San Fransisco California, USA
The Blue Lagoon|1980|Turtle Island, Fiji
The Blue Lamp|1950|Bishop's Bridge Road W2, Paddington, London, England, UK
The Blue Moon|1920|Inlets & lakes, Santa Barbara, California, USA
The Blue Peter|1928|Tilbury Docks, Essex, England, UK
The Blue Rose|2007|Cathedral City, California, USA
The Blue Seal|2010|Grafton, Ontario, Canada
The Bo Show|2013|Medway, Massachusetts, USA
The Boat That Rocked|2009|Gambardella's Cafe, Blackheath Standard, London, England, UK
The Boatniks|1970|Balboa Beach, Newport Beach, California, USA
The Bobby Buck Show|2016|Quadville, Ontario, Canada
The Body Shop|1972|Overlook Castle, North Carolina, USA
The Body of Anna Williams|2006|Boyne Falls, Michigan, USA
The Bold Caballero|1936|Backlot, Republic Studios - 4024 Radford Avenue, North Hollywood, Los Angeles, California, USA
The Bond of Blood|1916|Los Alamitos, California, USA
The Bonfire of the Vanities|1990|346 E 59th Street, Manhattan, New York City, New York, USA
The Book and the Rose|2001|Camp Atterbury, Indiana, USA
The Boondock Saints II: All Saints Day|2009|Valley Halla Estate, Rouge Park, Toronto, Ontario, Canada
The Border: Arizona, SB1070, and the Immigration Question|2011|Organ Pipe Cactus National Monument, Arizona, USA
The Borderlands|2013|Denbury, Devon, UK
The Borders of Elysium|2008|Hesperia, California, USA
The Born Losers|1967|Huntington Shores Motel - 21002 Pacific Coast Highway, Huntington Beach, California, USA
The Boston Post|2013|Garson Studios, College of Santa Fe - 1600 Saint Michaels Drive, Santa Fe, New Mexico, USA
The Both of Us|2017|La Petite Bretagne, Clapham, London, England, UK
The Bounty Killer|1965|Glenmoor Ranch, California, USA
The Bourne Identity|2002|Passenger Terminal at Molo Beverello, Port of Naples, Naples, Italy
The Bower Closet.|2005|Cabbagetown, Toronto, Ontario, Canada
The Bowl at Cow Bay|2016|Cow Bay, Nova Scotia, Canada
The Box|1975|Lake Eildon, Victoria, Australia
The Box Collector|2008|Carman, Manitoba, Canada
The Box: Emma's Journey|2013|McQueeney, Texas, USA
The Boy Who Could Fly|1986|Bloedel Floral Conservatory, Vancouver, British Columbia, Canada
The Boy Who Turned Yellow|1972|Christchurch Hill, Hampstead, London, England, UK
The Boy Who'd Never Seen Rain|2012|Condobolin, New South Wales, Australia
The Boy Within|2010|Creek Hollow Ranch, Romona, California, USA
The Boy in Blue|1986|Burritt's Rapids, Ontario, Canada
The Boy in the Baseball Cap|2001|Wheeling, Illinois, USA
The Boy on the Train|2016|Etyek, Hungary
The Boys & Girls Guide to Getting Down|2006|Beauty Bar - 1638 North Cahuenga Boulevard, Hollywood, Los Angeles, California, USA
The Boys Are Back|2009|Myponga Beach, South Australia, Australia
The Boys in Blue|1982|Eaton Bray, Bedfordshire, England, UK
The Boys in the Band|1970|Bergdorf-Goodman's Department Store - 754 Fifth Avenue, Manhattan, New York City, New York, USA
The Boys of St Columb's|2009|Brandywell, Londonderry, County Londonderry, Northern Ireland, UK
The Bracelet of Bordeaux|2007|Danny's Trix and Kix - 3400 FM 2920 Road, Spring, Texas, USA
The Braden|2017|Presque Isle, Maine, USA
The Brady Bunch Movie|1995|19320 Ventura Blvd @ Tampa Ave - Tarzana, California, USA
The Brand of Cowardice|1916|Billie Burke home, Tarrytown, New York, USA
The Brandon Teena Story|1998|Falls City, Nebraska, USA
The Brasoul Brothers|2018|Art Institute of California, North Hollywood, Calfornia, USA
The Brass Menagerie|2012|Lakeville, Minnesota, USA
The Bravest I Know|2015|Lucaston, Tasmania
The Brazen Bell|1962|Denver Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA
The Bread, My Sweet|2001|Strip District, Pittsburgh, Pennsylvania, USA
The Breaking of Bumbo|1970|Wellington Barracks, Westminster, London, England, UK
The Bride Market of Imilchil|1988|Imilchil, Morocco
The Bride Wore Blood|2006|Barstow, Illinois, USA
The Bridge|1918|Blaauwkrantz Bridge, Eastern Cape, South Africa
The Bridge at Remagen|1969|Davle, Czech Republic
The Bridges at Toko-Ri|1954|USS Oriskany, Pacific Ocean
The Bridges of Madison County|1995|Adel, Iowa, USA
The Bridgeton Invitational Tournament: America's Most Innovative Baseball Tournament|2015|Alden Field, Bridgeton New Jersey, USA
The Bridgewater Triangle|2013|Assonet, Massachusetts, USA
The Bright Side of the Moon|2011|Harcourt Park, Ontario, Canada
The Brink's Job|1978|Doyle's Pub - 3484 Washington Street, Jamaica Plain, Boston, Massachusetts, USA
The Broadway Bubble|1920|Times Building - Broadway & 47th Street, Manhattan, New York City, New York, USA
The Broken Cross|1911|Monte Vista, California, USA
The Broken Giant|1998|Islesboro, Maine, USA
The Broken Hill|1966|Broken Hill NSW, Australia
The Broken Land|1962|Apacheland Movie Ranch, Apache Junction, Phoenix, Arizona, USA
The Broken Necklace|2014|St Mary's High School, Kalyan, Maharashtra, India
The Broken Star|1956|Ironwood Forest National Monument, Arizona, USA
The Bronx Bull|2016|Santa Clarita Studios - 25135 Anza Drive, Santa Clarita, California, USA
The Bronx Explores Shakespeare|2018|South Bronx, New York City, New York, USA
The Brotherhood|1968|Godrano, Palermo, Sicily, Italy
The Brothers Bloom|2008|Grand Casino, Constanta, Romania
The Brown Bears of Katmai|2005|Katmai National Park and Preserve, King Salmon, Alaska, USA
The Brylcreem Boys|1998|Jurby Airfield, Jurby, Isle of Man
The Bubble|2013|University of Michigan Museum of Art, Michigan, USA
The Buck Stops Here|2004|Bloomingburg, New York, USA
The Buddy System|1984|Stage 20, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA
The Buffer Zone|2016|Anderson, Alabama, USA
The Bull-Dogger|1921|Boley, Oklahoma, USA
The Bulleteers|2016|Simpson's Old Time Museum, Enid, Oklahoma, USA
The Bunk Witch Project|2000|Gnaw Bone, Indiana, USA
The Burden|2017|Zagreb, Zagreb
The Burdened Ass|2002|Edenbridge, Kent, England, UK
The Burgler|2006|Sheffield, Alabama, USA
The Burgomaster of Stilemonde|1929|Dienst, Belgium
The Buried|2011|Falkville, Alabama, USA
The Burning|1981|Western New York, USA
The Burning Dead|2015|Snegoff Ranch, Topanga Canyon, California, USA
The Burning Hills|1956|Keyesville,California,USA
The Burning Plain|2008|Depoe Bay, Oregon, USA
The Burst|2015|Famagusta, North Cyprus
The Bushman of Bunyip Billabong|2005|Summertown, South Australia, Australia
The Butch Factor|2009|San Francisco County Jail, 850 Bryant Street, San Francisco, California, USA
The Butcher Boy|1997|Monaghan, County Monaghan, Ireland
The Butcher from the Fields|2001|Yerucham, Israel
The Butcher's Wife|1991|Bald Head Island, North Carolina, USA
The Butterfly Girl|1917|Panama-California International Exposition, San Diego, California, USA
The Buzzard's Shadow|1915|San Diego Military Reservation, California, USA
The CD Shop|1995|Clawson, Michigan, USA
The Cabin in the Woods|2012|Coquihalla Canyon Provincial Park, British Columbia, Canada
The Call of Death|2014|Kandersteg, Kanton Bern, Switzerland
The Call of the Entrepreneur|2007|Evart, Michigan, USA
The Call of the Running Tide|2016|2293 Miner St, San Pedro, California, USA
The Call of the Sea|1927|Paragon Studios, Fort Lee, New Jersey, USA
The Call to Arms|1910|Lambert Castle - 3 Valley Road, Paterson, New Jersey, USA
The Calligrapher|2004|Fulham Broadway, Fulham, London, England, UK
The Calm|2005|Schroon Lake, New York, USA
The Camerawoman|2015|Mooresville, North Carolina, USA
The Camerons|1974|Morayshire, Scotland, UK
The Camp|2011|Mae Sot, Thailand
The Campaign for Chattanooga: Death Knell of the Confederacy|2012|Chickamauga Battlefield, GA
The Canadians|1961|Cypress Hills, Saskatchewan, Canada
The Canewdon Project|2011|Canewdon, Essex, UK
The Canoe|2015|Shelburne, Nova Scotia, Canada
The Captive: The Longest Drive 2|1976|Las Cienegas National Conservation Area, Arizona, USA
The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands|1914|Point Fermin Park - 807 W. Paseo Del Mar, San Pedro, Los Angeles, California, USA
The Carbon Rush|2012|Grangemouth, Falkirk, West Lothian, Scotland, UK
The Cardinal Rule|2017|Yum Center, Louisville, Kentucky, USA
The Caretaker|1963|Clapton Terrace, Upper Clapton, London, England, UK
The Caretaker's Stay|2010|Sherrington, Wiltshire, England, UK
The Carlsbad Connection|2011|Norwich, New York, USA
The Carrier|1988|Manchester, Michigan, USA
The Cars That Ate Paris|1974|Sofala, New South Wales, Australia
The Case He Couldn't Crack|1981|Fort Harrison Hotel - 210 S. Fort Harrison Avenue, Clearwater, Florida, USA
The Case I Didn't Solve|2011|Green, Ohio, USA
The Case of Fortune|2012|Akaa, Finland
The Case of the Mistaken Murderer|2013|The Goat Farm, 120 Foster Street, Atlanta, Georgia, USA
The Case of the Shanghaied Songbird|2017|Donkey Wheel House, Melbourne, Australia
The Casting|2007|Lower East Side Studios, Sydney, New South Wales, Australia
The Catcher|1998|Hohokam Stadium - 1235 N. Center Street, Mesa, Arizona, USA
The Catechist of Kil-Arni|1923|Sattiamangalam, Pondicherry, India
The Catskill Chainsaw Redemption|2004|Ulster County, New York, USA
The Cave Man|1915|South Bethlehem, Pennsylvania, USA
The Cell|2000|Namib-Naukluft National Park, Erongo, Namibia
The Cemetery|2014|South Park Street Cemetery, Kolkata, India
The Census Taker|1998|Brookfield, Connecticut, USA
The Chain Reaction|1980|Glen Davis, New South Wales, Australia
The Chain: Mauritius|2016|Royal Road, Beau Bassin, Mauritius
The Chameleon|2001|Athens, Michigan, USA
The Chance Meeting|2012|Leicestershire, England, UK
The Changeling|1980|Hotel Europe, Vancouver, British Columbia, Canada
The Changing Face of Newtownards|2005|Newtownards, County Down, Northern Ireland, UK
The Charity of the Poor|1911|Saugatuck, Connecticut, USA
The Chase|1966|Midwest Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA
The Chauffeur's Hat|2008|Arley Hall, Arley, Knutsford, Cheshire, England, UK
The Cheap Detective|1978|Stage 15, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA
The Chechahcos|1923|Childs Glacier, Alaska, USA
The Cheerleaders|1973|Gilman Street, Berkeley, California, USA
The Cheese Box|2016|Janesboro, Limerick, Ireland
The Cheferee|2011|The Britannia Pub, Santa Monica, California, USA
The Cherry|1989|Indian Dunes - 28700 Henry Mayo Drive, Valencia, California, USA
The Cherry Drops: Outta' Sight|2013|Malibu Pier, Malibu, California, USA
The Chickening|2005|Cortez, Colorado, USA
The Chiefs' Prophecy: Survival of the Northern Cheyenne Nation|2009|Northern Cheyenne Reservation, Montana, USA
The Child of the World|2008|Hwa Chong Institution, Singapore
The Children|1980|Aston Magna House, Great Barrington, Massachusetts, USA
The Children of Huang Shi|2008|Dunhuang, Gansu, China
The Children of Jumandi|2009|Napo Province, Ecuador
The Children of Sanchez|1978|Ocotlan, Tlaxcala, Mexico
The Children of Theatre Street|1977|Opera House, Monte Carlo, Monaco
The Children of the Rain|2011|Pazar, Rize, Turkey
The Children's Hour|1961|Shadow Ranch, Vanowen Street, West Hills, Los Angeles, California, USA
The Chinese Penhold|2010|Castle Von Jah, Tarzana, Los Angeles, California, USA
The Chocolate War|1988|Sammamish High School - 100 140th Avenue SE, Bellevue, Washington, USA
The Choices of Rama Lindheim|2007|Mishmar HaEmek, Israel
The Chop|2017|Downtown Pittsburgh, Pennsylvania, USA
The Chosen One|2009|Berkshire County, Massachusetts, USA
The Chosen Ones|2013|Old Mexico, USA
The Christian|1914|North Scituate, Rhode Island, USA
The Christmas Candle|2013|Stanway House, Stow-on-the-Wold, Gloucestershire, England, UK
The Christmas Reunion|2016|Cave City, Kentucky, USA
The Chromium Hook|2000|Nimrod, Minnesota, USA
The Chronicles of Narnia: Prince Caspian|2008|Cathedral Cove, Hahei, Coromandel, New Zealand
The Chronicles of Narnia: The Voyage of the Dawn Treader|2010|Cleveland, Queensland, Australia
The Church of St. Andrew|2011|Chew Magna, Bristol, UK
The Circle Within|2013|Giresun, Turkey
The Circle of Men|2011|Indian Shores, Florida, USA
The Circle: Suspense/Horror Film|2015|Sutherland, NSW, Australia
The Circus Girl|2010|Travel Town Museum - 5200 Zoo Drive, Griffith Park, Los Angeles, California, USA
The Cisco Kid|1931|Santa Catalina Mountains, Arizona, USA
The City Under the Sea|1965|Cornwall Coast, Cornwall, England, UK
The City of Fear|2012|Cripplegate Estate, Worcester, Worcestershire, England, UK
The Clan of the Cave Bear|1986|Cathedral Provincial Park, British Columbia, Canada
The Clarence House Lawn Party|1897|Clarence House, Keswick, Lake District, Cumbria, England, UK
The Clear|2011|Brookline, New Hampshire, USA
The Climb|1986|Columbia Icefield, Jasper National Park, Alberta, Canada
The Clock of Consequence|2010|Fareham College, Hampshire, England, UK
The Closest Thing to Heaven|1996|2421 Weddington Avenue, Charlotte, North Carolina, USA
The Clouding|2017|102 W Myrtle St Magnolia, Mississippi, USA
The Clown Statue|2016|Calhoun, Georgia, USA
The Clown at Midnight|1999|The Walker Theatre, Winnipeg, Manitoba, Canada
The Clown's Son|2012|Market Harborough, Leicestershire, England, UK
The Club|1980|Victoria Park - Corner of Abbot and Lulie Streets, Abbotsford, Melbourne, Victoria, Australia
The Coat Room|2005|Egg Harbor Township, New Jersey, USA
The Cockleshell Heroes|1955|Eastney Barracks, Southsea, Hampshire, England, UK
The Cocktail Waitress|2016|UCLH Education Centre, London, England, UK
The Code Conspiracy|2002|Elbow Cay, Bahamas
The Coffee Apocalypse|2014|Bustle Caffe, Seattle, Washington, USA
The Coffee Shop Robbery|2005|Wilton Manors, Florida, USA
The Coffin Footage|2016|Prairie Village, Kansas, USA
The Cohasset Snuff Film|2012|Cohasset, Massachusetts, USA
The Cold Day in Hell|2010|League City, Texas, USA
The Cold Eyes of Death|2013|Riverton, New Jersey, USA
The Cold Lands|2013|Rensselaerville, New York, USA
The Cold Light of Day|2012|Puerta del Sol, Madrid, Spain
The Colditz Story|1955|Colditz Castle, Saxony, Germany
The Collaborators|2015|Beacon Fell, Lancashire, England, UK
The Collapsed|2011|Ayton, Ontario, Canada
The Colonel's Escape|1912|Verdugo Canyon, California, USA
The Color of Water|2002|Bedford, New Hampshire, USA
The Colour Out of Space|2017|Dartmoor National Park, Dartmoor, England, UK
The Colours and the Kids|2017|Yorkshire Moors, North Yorkshire, England, UK
The Colours of Rosy's Fear|2015|Datchet, Berkshire, England, UK
The Come Up|2017|Midtown Crossing Grill, 394 Watkins, Memphis, Tennesse, USA
The Come-Back|1916|Dead River country, Maine, USA
The Comedians|1967|Cotonou, Benin
The Comedy Man|1964|Buckstone Club, Haymarket, St. James's, London, England, UK
The Comedy Show: Clean Comedy with a Smile|2011|Living Arts College, Raleigh, North Carolina, USA
The Comet Chronicles|2011|Vantage, Washington, USA
The Comic Book Palace|2013|Haverhill, Massachusetts, USA
The Coming|2009|Russell, Manitoba, Canada
The Company He Kept|1997|Hyde Park, New York, USA
The Company of Wolves|1984|Victory Cross, Burnham Beeches, Buckinghamshire, England, UK
The Compassion Generation|2006|Hailey, Idaho, USA
The Complete Walk: A Midsummer Night's Dream|2016|Wilton House, Wilton, Salisbury, Wiltshire, England, UK
The Complete Walk: All's Well That Ends Well|2016|Chateau de Lourmarin, France
The Complete Walk: Antony and Cleopatra|2016|Dahshur, Egypt
The Complete Walk: As You Like It|2016|The Ardennes Forest, Belgium
The Complete Walk: Cymbeline|2016|Milford Haven, Pembrokeshire, Wales, UK
The Complete Walk: Hamlet|2016|Kronborg Castle, Elsinore, Denmark
The Complete Walk: Henry IV Part 1|2016|The George Inn, London, England, UK
The Complete Walk: Henry IV Part 2|2016|Jersualem Chamber, Westminster Abbey, London, England, UK
The Complete Walk: Henry V|2016|Agincourt Battlefield, Pas-de-Calais, France
The Complete Walk: Henry VI Part 1|2016|Chateau de Loches, Indre-et-Loire, France
The Complete Walk: Henry VI Part 2|2016|Spitalfields Market, London, England, UK
The Complete Walk: Henry VI Part 3|2016|Towton Battlefield, England, UK
The Complete Walk: Julius Caesar|2016|Villa dei Quintili, Italy
The Complete Walk: King John|2016|The Holy Sepulchre, Northamptonshire, England, UK
The Complete Walk: King Lear|2016|The White Cliffs of Dover, Kent, England, UK
The Complete Walk: Love's Labour's Lost|2016|Royal Palace of Olite, Navarre, Spain
The Complete Walk: Macbeth|2016|Glamis Castle, Glamis, Angus, Scotland, UK
The Complete Walk: Measure for Measure|2016|Burg Liechtenstein, Vienna, Austria
The Complete Walk: Much Ado About Nothing|2016|Villa Ida, Messina, Sicily, Italy
The Complete Walk: Othello|2016|Othello's Tower, Famagusta, North Cyprus
